Latitude,Longitude,Altitude,Date,Time,DOP,Satelites,Cond.1 [mS/m],Inph.1 [ppt],Cond.2 [mS/m],Inph.2 [ppt],Cond.3 [mS/m],Inph.3 [ppt],Cond.4 [mS/m],Inph.4 [ppt],Cond.5 [mS/m],Inph.5 [ppt],Cond.6 [mS/m],Inph.6 [ppt],Note,geometry
4255340.979892455,615888.2628529642,420.2525200941051,2027-12-03,01:44:49,2.134736938513254,7,12.135445926167815,-2.090503629952466,22.316121127549607,0.2717971347729984,47.21579403219182,4.12451295999573,38.82085351060823,-2.389331682902452,42.70969965168752,1.8130649962558636,33.657202810650745,0.482662772273672,wet area,POINT (615888.2628529642 4255340.979892455)
4255341.393649624,615886.8956302064,381.0659282288812,2027-01-18,17:59:49,1.1620948459539004,9,25.450044591560555,-3.352081173756277,39.685759506648594,-2.898967529425003,35.72610378267881,0.6264123224016451,22.20401873099202,1.3616785339141089,36.42481041147501,-2.933574777960677,43.80679008192973,-2.462235261739769,,POINT (615886.8956302064 4255341.393649624)
4255344.075519855,615878.9687724543,451.8688022607548,2026-08-01,23:29:49,1.4266321029936768,11,44.05594627760224,2.4313763748703368,14.83021931786395,-4.010084635868273,14.685253360530496,-2.371961431287093,17.954580981289183,2.5839368060605947,31.217850347467248,2.674472666929505,15.980325911236818,-0.0377175533754599,rocky,POINT (615878.9687724543 4255344.075519855)
4255346.940422552,615876.9439930199,394.2449517670162,2027-05-15,23:14:49,1.0751544512483924,7,40.15529987651213,0.5167619493125173,20.10473003927232,3.13717920036572,10.593552169874991,2.9093013435151125,19.59695651940075,1.655847719323824,14.361670040231315,0.3158421661472221,24.719569116994784,-0.9699100633567772,,POINT (615876.9439930199 4255346.940422552)
4255349.763718717,615886.9411487133,424.5435718000568,2026-03-08,10:59:49,1.6620823048173192,6,22.06883378358947,-4.299101625986095,16.202321939438207,-1.6908792017286278,20.247183360291423,1.1990826485869546,37.750062774166295,-4.992774382163056,17.334884576128825,-3.813285665833811,23.675895157104016,2.6640895323559244,rocky,POINT (615886.9411487133 4255349.763718717)
4255350.061149574,615886.5204570954,329.5699821123858,2026-04-16,20:44:49,0.9068523996782896,4,17.610912084375293,-4.783863644164451,34.954884096082296,-0.5162315531924637,12.51140415818906,2.9283763369295848,36.45760753193936,0.5594283902248236,11.146667815760072,4.975453636633846,18.68144695714004,-0.0989994973403662,,POINT (615886.5204570954 4255350.061149574)
4255350.607538465,615873.7596916263,463.6507466134087,2027-07-29,17:59:49,0.999937334151424,7,14.664494298348949,4.0853420638268005,31.18154561899713,0.8213225711453713,16.851704731085153,-1.6941492004838854,35.0244320012963,0.3959192445648254,26.5608382877235,2.452221282223252,16.217640384169997,1.0718656441107397,,POINT (615873.7596916263 4255350.607538465)
4255350.921870012,615893.8244840077,312.5636323860974,2026-02-13,05:14:49,2.2624142651298427,10,42.483259844110506,4.7755314896263705,23.287191369015503,-2.437313550099086,48.01766728818394,-0.8509490405445685,29.56384189850736,-4.969907027979393,49.62441820896507,-4.216694308639736,31.475738526287333,-3.284024598736983,wet area,POINT (615893.8244840077 4255350.921870012)
4255352.298911416,615885.1457229832,444.23949028290747,2027-10-28,16:44:49,1.2976822309778873,8,16.59159351948459,-1.789089716899527,13.826540962145032,-2.1846603926069563,31.852483041041545,-0.7175548487449159,32.04226755281647,-2.7965192223440303,13.351901240320617,-3.2365120388101785,44.08083107192757,-2.718114083702483,rocky,POINT (615885.1457229832 4255352.298911416)
4255352.680446446,615874.8666137628,315.84350197627566,2026-11-15,01:59:49,1.279550547901532,5,29.313517873997107,4.973364705942576,16.577916325031197,-1.9079952693411704,43.0858995494963,0.131070387580042,13.680730271586729,-0.2838631551458928,49.72853055265985,2.202884402473916,24.18372608981641,-2.199672836818829,slope,POINT (615874.8666137628 4255352.680446446)
